"evaluation_id","datetime","phasenumber","phasename","mse_mean","mse_std","mse_inverse","mae_mean","mae_std","mae_inverse","r2_mean","r2_std"
e4bb2f72-dc51-4879-8c07-17ac121d3351,2020-06-04 09:45:13,4,Soporte,-0.0002915034361167552,3.6843832296576905e-06,0.25,-0.015397771030569071,0.0001364055343835645,0.25,0.9914891264416964,0.0003831690076267139
b17ef3b6-b76c-453e-b817-d9d494337e38,2020-06-04 09:46:30,1,Recopilacion,-0.0012296278826863082,4.440000910281754e-05,0.25,-0.028344056630368188,0.0006078407728922939,0.25,0.9634130817330521,0.0020940922058385585
b17ef3b6-b76c-453e-b817-d9d494337e38,2020-06-04 09:46:30,2,Diseno,-0.0005469543441489688,1.6862774424170715e-05,0.5,-0.019050048460806244,0.00035988710452399843,0.5,0.9852929641851398,0.0006680887767611067
b17ef3b6-b76c-453e-b817-d9d494337e38,2020-06-04 09:46:30,3,Implantacion,-0.00013393201765264683,5.2331122496168685e-06,0.5,-0.009382770460463534,0.0002412043183227986,0.5,0.9959991122567728,0.00023968539368029063
b17ef3b6-b76c-453e-b817-d9d494337e38,2020-06-04 09:46:30,4,Soporte,-0.0002915034361167552,3.6843832296577256e-06,0.25,-0.015397771030569071,0.00013640553438356673,0.25,0.9914891264416964,0.0003831690076267139
d9e0be6d-bcb9-44f5-8b3e-e4f7dd4bf065,2020-06-04 09:48:07,1,Recopilacion,-0.0012296278826863082,4.440000910281744e-05,0.25,-0.02834405663036818,0.0006078407728922937,0.25,0.9634130817330521,0.0020940922058385525
d9e0be6d-bcb9-44f5-8b3e-e4f7dd4bf065,2020-06-04 09:48:07,2,Diseno,-0.0005469543441489689,1.6862774424170623e-05,0.5,-0.019050048460806247,0.0003598871045239972,0.5,0.9852929641851398,0.0006680887767610818
d9e0be6d-bcb9-44f5-8b3e-e4f7dd4bf065,2020-06-04 09:48:07,3,Implantacion,-0.00013393201765264678,5.233112249616839e-06,0.5,-0.009382770460463537,0.00024120431832280742,0.5,0.9959991122567728,0.00023968539368029063
d9e0be6d-bcb9-44f5-8b3e-e4f7dd4bf065,2020-06-04 09:48:07,4,Soporte,-0.0002915034361167552,3.6843832296576905e-06,0.25,-0.015397771030569071,0.0001364055343835645,0.25,0.9914891264416964,0.0003831690076267139
34f357ba-6e64-49da-82b0-54b452542da8,2020-06-04 09:52:50,1,Recopilacion,-0.0012296278826863084,4.4400009102817365e-05,0.25,-0.028344056630368188,0.0006078407728922928,0.25,0.9634130817330521,0.0020940922058385525
34f357ba-6e64-49da-82b0-54b452542da8,2020-06-04 09:52:50,2,Diseno,-0.0005469543441489688,1.6862774424170626e-05,0.5,-0.019050048460806244,0.0003598871045239993,0.5,0.9852929641851398,0.0006680887767611067
34f357ba-6e64-49da-82b0-54b452542da8,2020-06-04 09:52:50,3,Implantacion,-0.00013393201765264667,5.233112249616715e-06,0.5,-0.00938277046046353,0.00024120431832279655,0.5,0.9959991122567728,0.00023968539368029063
34f357ba-6e64-49da-82b0-54b452542da8,2020-06-04 09:52:50,4,Soporte,-0.0002915034361167551,3.6843832296577777e-06,0.25,-0.015397771030569071,0.00013640553438356722,0.25,0.9914891264416964,0.0003831690076267139
30db8984-0869-4319-90a5-f7dee5119c26,2020-06-04 09:55:43,1,Recopilacion,-0.0012296278826863084,4.4400009102817365e-05,0.25,-0.028344056630368188,0.0006078407728922928,0.25,0.9634130817330521,0.0020940922058385525
30db8984-0869-4319-90a5-f7dee5119c26,2020-06-04 09:55:43,2,Diseno,-0.0005469543441489688,1.6862774424170626e-05,0.5,-0.019050048460806244,0.0003598871045239993,0.5,0.9852929641851398,0.0006680887767611067
30db8984-0869-4319-90a5-f7dee5119c26,2020-06-04 09:55:43,3,Implantacion,-0.00013393201765264667,5.233112249616715e-06,0.5,-0.00938277046046353,0.00024120431832279655,0.5,0.9959991122567728,0.00023968539368029063
30db8984-0869-4319-90a5-f7dee5119c26,2020-06-04 09:55:43,4,Soporte,-0.0002915034361167551,3.6843832296577777e-06,0.25,-0.015397771030569071,0.00013640553438356722,0.25,0.9914891264416964,0.0003831690076267139
8391cf7f-7309-4d42-9bdb-c940135bbc34,2020-06-04 09:58:29,1,Recopilacion,-0.0012296278826863054,4.440000910281497e-05,0.25,-0.028344056630368132,0.000607840772892249,0.25,0.9634130817330521,0.002094092205838512
8391cf7f-7309-4d42-9bdb-c940135bbc34,2020-06-04 09:58:29,2,Diseno,-0.0005469543441489614,1.6862774424169454e-05,0.5,-0.019050048460806233,0.00035988710452397853,0.5,0.98529296418514,0.0006680887767610582
8391cf7f-7309-4d42-9bdb-c940135bbc34,2020-06-04 09:58:29,3,Implantacion,-0.0001339320176526475,5.233112249616945e-06,0.5,-0.009382770460463563,0.00024120431832279536,0.5,0.9959991122567728,0.00023968539368029063
8391cf7f-7309-4d42-9bdb-c940135bbc34,2020-06-04 09:58:29,4,Soporte,-0.00029150343611675635,3.684383229657729e-06,0.25,-0.015397771030569074,0.00013640553438356881,0.25,0.9914891264416964,0.00038316900762672005
5235ca07-1fe3-41fa-97ec-15359f8cb893,2020-06-04 14:41:22,1,Recopilacion,-0.0012296278826863054,4.440000910281497e-05,0.25,-0.028344056630368132,0.000607840772892249,0.25,0.9634130817330521,0.002094092205838512
5235ca07-1fe3-41fa-97ec-15359f8cb893,2020-06-04 14:41:22,2,Diseno,-0.0005469543441489614,1.6862774424169454e-05,0.5,-0.019050048460806233,0.00035988710452397853,0.5,0.98529296418514,0.0006680887767610582
5235ca07-1fe3-41fa-97ec-15359f8cb893,2020-06-04 14:41:22,3,Implantacion,-0.0001339320176526475,5.233112249616945e-06,0.5,-0.009382770460463563,0.00024120431832279536,0.5,0.9959991122567728,0.00023968539368029063
5235ca07-1fe3-41fa-97ec-15359f8cb893,2020-06-04 14:41:22,4,Soporte,-0.00029150343611675635,3.684383229657729e-06,0.25,-0.015397771030569074,0.00013640553438356881,0.25,0.9914891264416964,0.00038316900762672005
cb56aee6-7949-4cc7-9179-bff5bb891230,2020-06-04 14:42:27,1,Recopilacion,-0.0012296278826863054,4.440000910281497e-05,0.25,-0.028344056630368132,0.000607840772892249,0.25,0.9634130817330521,0.002094092205838512
cb56aee6-7949-4cc7-9179-bff5bb891230,2020-06-04 14:42:27,2,Diseno,-0.0005469543441489614,1.6862774424169454e-05,0.5,-0.019050048460806233,0.00035988710452397853,0.5,0.98529296418514,0.0006680887767610582
cb56aee6-7949-4cc7-9179-bff5bb891230,2020-06-04 14:42:27,3,Implantacion,-0.0001339320176526475,5.233112249616945e-06,0.5,-0.009382770460463563,0.00024120431832279536,0.5,0.9959991122567728,0.00023968539368029063
cb56aee6-7949-4cc7-9179-bff5bb891230,2020-06-04 14:42:27,4,Soporte,-0.00029150343611675635,3.684383229657729e-06,0.25,-0.015397771030569074,0.00013640553438356881,0.25,0.9914891264416964,0.00038316900762672005
ad969eb0-551e-45dd-817d-3b6e49841d73,2020-06-04 14:45:25,1,Recopilacion,-0.0012296278826863082,4.440000910281754e-05,0.25,-0.028344056630368188,0.0006078407728922939,0.25,0.9634130817330521,0.0020940922058385585
ad969eb0-551e-45dd-817d-3b6e49841d73,2020-06-04 14:45:25,2,Diseno,-0.0005469543441489688,1.6862774424170715e-05,0.5,-0.019050048460806244,0.00035988710452399843,0.5,0.9852929641851398,0.0006680887767611067
ad969eb0-551e-45dd-817d-3b6e49841d73,2020-06-04 14:45:25,3,Implantacion,-0.00013393201765264683,5.2331122496168685e-06,0.5,-0.009382770460463534,0.0002412043183227986,0.5,0.9959991122567728,0.00023968539368029063
ad969eb0-551e-45dd-817d-3b6e49841d73,2020-06-04 14:45:25,4,Soporte,-0.0002915034361167552,3.6843832296577256e-06,0.25,-0.015397771030569071,0.00013640553438356673,0.25,0.9914891264416964,0.0003831690076267139
b6badb3e-c948-49df-bc96-7bf252626352,2020-06-04 14:46:48,1,Recopilacion,-0.0012296278826863082,4.440000910281754e-05,0.25,-0.028344056630368188,0.0006078407728922939,0.25,0.9634130817330521,0.0020940922058385585
b6badb3e-c948-49df-bc96-7bf252626352,2020-06-04 14:46:48,2,Diseno,-0.0005469543441489688,1.6862774424170715e-05,0.5,-0.019050048460806244,0.00035988710452399843,0.5,0.9852929641851398,0.0006680887767611067
b6badb3e-c948-49df-bc96-7bf252626352,2020-06-04 14:46:48,3,Implantacion,-0.00013393201765264683,5.2331122496168685e-06,0.5,-0.009382770460463534,0.0002412043183227986,0.5,0.9959991122567728,0.00023968539368029063
b6badb3e-c948-49df-bc96-7bf252626352,2020-06-04 14:46:48,4,Soporte,-0.0002915034361167552,3.6843832296577256e-06,0.25,-0.015397771030569071,0.00013640553438356673,0.25,0.9914891264416964,0.0003831690076267139
990cff7f-941c-41a8-b7ad-2ac74d590512,2020-06-04 14:47:29,1,Recopilacion,-0.0012296278826863082,4.440000910281754e-05,0.25,-0.028344056630368188,0.0006078407728922939,0.25,0.9634130817330521,0.0020940922058385585
990cff7f-941c-41a8-b7ad-2ac74d590512,2020-06-04 14:47:29,2,Diseno,-0.0005469543441489688,1.6862774424170715e-05,0.5,-0.019050048460806244,0.00035988710452399843,0.5,0.9852929641851398,0.0006680887767611067
990cff7f-941c-41a8-b7ad-2ac74d590512,2020-06-04 14:47:29,3,Implantacion,-0.00013393201765264683,5.2331122496168685e-06,0.5,-0.009382770460463534,0.0002412043183227986,0.5,0.9959991122567728,0.00023968539368029063
990cff7f-941c-41a8-b7ad-2ac74d590512,2020-06-04 14:47:29,4,Soporte,-0.0002915034361167552,3.6843832296577256e-06,0.25,-0.015397771030569071,0.00013640553438356673,0.25,0.9914891264416964,0.0003831690076267139
52da9fab-26cb-4c78-a1b8-59e4a14a4d0a,2020-06-04 14:51:24,1,Recopilacion,-0.0012296278826863082,4.440000910281754e-05,0.25,-0.028344056630368188,0.0006078407728922939,0.25,0.9634130817330521,0.0020940922058385585
52da9fab-26cb-4c78-a1b8-59e4a14a4d0a,2020-06-04 14:51:24,2,Diseno,-0.0005469543441489688,1.6862774424170715e-05,0.5,-0.019050048460806244,0.00035988710452399843,0.5,0.9852929641851398,0.0006680887767611067
52da9fab-26cb-4c78-a1b8-59e4a14a4d0a,2020-06-04 14:51:24,3,Implantacion,-0.00013393201765264683,5.2331122496168685e-06,0.5,-0.009382770460463534,0.0002412043183227986,0.5,0.9959991122567728,0.00023968539368029063
52da9fab-26cb-4c78-a1b8-59e4a14a4d0a,2020-06-04 14:51:24,4,Soporte,-0.0002915034361167552,3.6843832296577256e-06,0.25,-0.015397771030569071,0.00013640553438356673,0.25,0.9914891264416964,0.0003831690076267139
8363a2ed-bb20-4d5b-9368-43acee3f6298,2020-06-04 15:15:20,1,Recopilacion,-0.0012296278826863082,4.440000910281754e-05,0.25,-0.028344056630368188,0.0006078407728922939,0.25,0.9634130817330521,0.0020940922058385585
8363a2ed-bb20-4d5b-9368-43acee3f6298,2020-06-04 15:15:20,2,Diseno,-0.0005469543441489688,1.6862774424170715e-05,0.5,-0.019050048460806244,0.00035988710452399843,0.5,0.9852929641851398,0.0006680887767611067
8363a2ed-bb20-4d5b-9368-43acee3f6298,2020-06-04 15:15:20,3,Implantacion,-0.00013393201765264683,5.2331122496168685e-06,0.5,-0.009382770460463534,0.0002412043183227986,0.5,0.9959991122567728,0.00023968539368029063
8363a2ed-bb20-4d5b-9368-43acee3f6298,2020-06-04 15:15:20,4,Soporte,-0.0002915034361167552,3.6843832296577256e-06,0.25,-0.015397771030569071,0.00013640553438356673,0.25,0.9914891264416964,0.0003831690076267139
8701df08-8bca-4068-9877-2d5eb7c83b90,2020-06-04 15:17:17,1,Recopilacion,-0.0012296278826863082,4.440000910281754e-05,0.25,-0.028344056630368188,0.0006078407728922939,0.25,0.9634130817330521,0.0020940922058385585
8701df08-8bca-4068-9877-2d5eb7c83b90,2020-06-04 15:17:17,2,Diseno,-0.0005469543441489688,1.6862774424170715e-05,0.5,-0.019050048460806244,0.00035988710452399843,0.5,0.9852929641851398,0.0006680887767611067
8701df08-8bca-4068-9877-2d5eb7c83b90,2020-06-04 15:17:17,3,Implantacion,-0.00013393201765264683,5.2331122496168685e-06,0.5,-0.009382770460463534,0.0002412043183227986,0.5,0.9959991122567728,0.00023968539368029063
8701df08-8bca-4068-9877-2d5eb7c83b90,2020-06-04 15:17:17,4,Soporte,-0.0002915034361167552,3.6843832296577256e-06,0.25,-0.015397771030569071,0.00013640553438356673,0.25,0.9914891264416964,0.0003831690076267139
275bc979-167e-4e12-a428-a35c0f6299e7,2020-06-04 15:21:25,1,Recopilacion,-0.0012296278826863082,4.440000910281754e-05,0.25,-0.028344056630368188,0.0006078407728922939,0.25,0.9634130817330521,0.0020940922058385585
275bc979-167e-4e12-a428-a35c0f6299e7,2020-06-04 15:21:25,2,Diseno,-0.0005469543441489688,1.6862774424170715e-05,0.5,-0.019050048460806244,0.00035988710452399843,0.5,0.9852929641851398,0.0006680887767611067
275bc979-167e-4e12-a428-a35c0f6299e7,2020-06-04 15:21:25,3,Implantacion,-0.00013393201765264683,5.2331122496168685e-06,0.5,-0.009382770460463534,0.0002412043183227986,0.5,0.9959991122567728,0.00023968539368029063
275bc979-167e-4e12-a428-a35c0f6299e7,2020-06-04 15:21:25,4,Soporte,-0.0002915034361167552,3.6843832296577256e-06,0.25,-0.015397771030569071,0.00013640553438356673,0.25,0.9914891264416964,0.0003831690076267139
768f0e80-91ed-404e-9a3c-7c0848ea74a9,2020-06-04 15:22:04,1,Recopilacion,-0.0012296278826863082,4.440000910281754e-05,0.25,-0.028344056630368188,0.0006078407728922939,0.25,0.9634130817330521,0.0020940922058385585
768f0e80-91ed-404e-9a3c-7c0848ea74a9,2020-06-04 15:22:04,2,Diseno,-0.0005469543441489688,1.6862774424170715e-05,0.5,-0.019050048460806244,0.00035988710452399843,0.5,0.9852929641851398,0.0006680887767611067
768f0e80-91ed-404e-9a3c-7c0848ea74a9,2020-06-04 15:22:04,3,Implantacion,-0.00013393201765264683,5.2331122496168685e-06,0.5,-0.009382770460463534,0.0002412043183227986,0.5,0.9959991122567728,0.00023968539368029063
768f0e80-91ed-404e-9a3c-7c0848ea74a9,2020-06-04 15:22:04,4,Soporte,-0.0002915034361167552,3.6843832296577256e-06,0.25,-0.015397771030569071,0.00013640553438356673,0.25,0.9914891264416964,0.0003831690076267139
b8dd53aa-6758-42cf-baa1-28fc7299af30,2020-06-04 15:27:16,1,Recopilacion,-0.0012296278826863082,4.440000910281754e-05,0.25,-0.028344056630368188,0.0006078407728922939,0.25,0.9634130817330521,0.0020940922058385585
b8dd53aa-6758-42cf-baa1-28fc7299af30,2020-06-04 15:27:16,2,Diseno,-0.0005469543441489688,1.6862774424170715e-05,0.5,-0.019050048460806244,0.00035988710452399843,0.5,0.9852929641851398,0.0006680887767611067
b8dd53aa-6758-42cf-baa1-28fc7299af30,2020-06-04 15:27:16,3,Implantacion,-0.00013393201765264683,5.2331122496168685e-06,0.5,-0.009382770460463534,0.0002412043183227986,0.5,0.9959991122567728,0.00023968539368029063
b8dd53aa-6758-42cf-baa1-28fc7299af30,2020-06-04 15:27:16,4,Soporte,-0.0002915034361167552,3.6843832296577256e-06,0.25,-0.015397771030569071,0.00013640553438356673,0.25,0.9914891264416964,0.0003831690076267139
b7e9be6d-0e3a-4ad3-9541-8e3ce05c02db,2020-06-04 15:28:34,1,Recopilacion,-0.0012296278826863082,4.440000910281754e-05,0.25,-0.028344056630368188,0.0006078407728922939,0.25,0.9634130817330521,0.0020940922058385585
b7e9be6d-0e3a-4ad3-9541-8e3ce05c02db,2020-06-04 15:28:34,2,Diseno,-0.0005469543441489688,1.6862774424170715e-05,0.5,-0.019050048460806244,0.00035988710452399843,0.5,0.9852929641851398,0.0006680887767611067
b7e9be6d-0e3a-4ad3-9541-8e3ce05c02db,2020-06-04 15:28:34,3,Implantacion,-0.00013393201765264683,5.2331122496168685e-06,0.5,-0.009382770460463534,0.0002412043183227986,0.5,0.9959991122567728,0.00023968539368029063
b7e9be6d-0e3a-4ad3-9541-8e3ce05c02db,2020-06-04 15:28:34,4,Soporte,-0.0002915034361167552,3.6843832296577256e-06,0.25,-0.015397771030569071,0.00013640553438356673,0.25,0.9914891264416964,0.0003831690076267139
d5269e27-7960-4c73-ad32-a9891d25b0e5,2020-06-04 15:30:07,1,Recopilacion,-0.0012296278826863082,4.440000910281754e-05,0.25,-0.028344056630368188,0.0006078407728922939,0.25,0.9634130817330521,0.0020940922058385585
d5269e27-7960-4c73-ad32-a9891d25b0e5,2020-06-04 15:30:07,2,Diseno,-0.0005469543441489688,1.6862774424170715e-05,0.5,-0.019050048460806244,0.00035988710452399843,0.5,0.9852929641851398,0.0006680887767611067
d5269e27-7960-4c73-ad32-a9891d25b0e5,2020-06-04 15:30:07,3,Implantacion,-0.00013393201765264683,5.2331122496168685e-06,0.5,-0.009382770460463534,0.0002412043183227986,0.5,0.9959991122567728,0.00023968539368029063
d5269e27-7960-4c73-ad32-a9891d25b0e5,2020-06-04 15:30:07,4,Soporte,-0.0002915034361167552,3.6843832296577256e-06,0.25,-0.015397771030569071,0.00013640553438356673,0.25,0.9914891264416964,0.0003831690076267139
5b7d1f6f-2d47-4ab6-a35d-bbde4a023e5f,2020-06-04 15:52:08,1,Recopilacion,-0.0012296278826863082,4.440000910281754e-05,0.25,-0.028344056630368188,0.0006078407728922939,0.25,0.9634130817330521,0.0020940922058385585
5b7d1f6f-2d47-4ab6-a35d-bbde4a023e5f,2020-06-04 15:52:08,2,Diseno,-0.0005469543441489688,1.6862774424170715e-05,0.25,-0.019050048460806244,0.00035988710452399843,0.25,0.9852929641851398,0.0006680887767611067
5b7d1f6f-2d47-4ab6-a35d-bbde4a023e5f,2020-06-04 15:52:08,3,Implantacion,-0.00013393201765264683,5.2331122496168685e-06,0.25,-0.009382770460463534,0.0002412043183227986,0.25,0.9959991122567728,0.00023968539368029063
5b7d1f6f-2d47-4ab6-a35d-bbde4a023e5f,2020-06-04 15:52:08,4,Soporte,-0.0002915034361167552,3.6843832296577256e-06,0.25,-0.015397771030569071,0.00013640553438356673,0.25,0.9914891264416964,0.0003831690076267139
d579470b-ce29-4f08-8209-e7d485641ca8,2020-06-04 15:55:37,1,Recopilacion,-0.0012296278826863082,4.440000910281754e-05,0.25,-0.028344056630368188,0.0006078407728922939,0.25,0.9634130817330521,0.0020940922058385585
d579470b-ce29-4f08-8209-e7d485641ca8,2020-06-04 15:55:37,2,Diseno,-0.0005469543441489688,1.6862774424170715e-05,0.25,-0.019050048460806244,0.00035988710452399843,0.25,0.9852929641851398,0.0006680887767611067
d579470b-ce29-4f08-8209-e7d485641ca8,2020-06-04 15:55:37,3,Implantacion,-0.00013393201765264683,5.2331122496168685e-06,0.25,-0.009382770460463534,0.0002412043183227986,0.25,0.9959991122567728,0.00023968539368029063
d579470b-ce29-4f08-8209-e7d485641ca8,2020-06-04 15:55:37,4,Soporte,-0.0002915034361167552,3.6843832296577256e-06,0.25,-0.015397771030569071,0.00013640553438356673,0.25,0.9914891264416964,0.0003831690076267139
c65cdf0a-b7e3-448d-a040-248b0e1ff560,2020-06-04 15:57:04,1,Recopilacion,-0.0012296278826863082,4.440000910281754e-05,0.25,-0.028344056630368188,0.0006078407728922939,0.25,0.9634130817330521,0.0020940922058385585
c65cdf0a-b7e3-448d-a040-248b0e1ff560,2020-06-04 15:57:04,2,Diseno,-0.0005469543441489688,1.6862774424170715e-05,0.25,-0.019050048460806244,0.00035988710452399843,0.25,0.9852929641851398,0.0006680887767611067
c65cdf0a-b7e3-448d-a040-248b0e1ff560,2020-06-04 15:57:04,3,Implantacion,-0.00013393201765264683,5.2331122496168685e-06,0.25,-0.009382770460463534,0.0002412043183227986,0.25,0.9959991122567728,0.00023968539368029063
c65cdf0a-b7e3-448d-a040-248b0e1ff560,2020-06-04 15:57:04,4,Soporte,-0.0002915034361167552,3.6843832296577256e-06,0.25,-0.015397771030569071,0.00013640553438356673,0.25,0.9914891264416964,0.0003831690076267139
be0d141a-77c2-4a89-b4fb-0f3e99946ad8,2020-06-04 15:57:11,1,Recopilacion,-0.0012296278826863082,4.440000910281754e-05,0.25,-0.028344056630368188,0.0006078407728922939,0.25,0.9634130817330521,0.0020940922058385585
be0d141a-77c2-4a89-b4fb-0f3e99946ad8,2020-06-04 15:57:11,2,Diseno,-0.0005469543441489688,1.6862774424170715e-05,0.25,-0.019050048460806244,0.00035988710452399843,0.25,0.9852929641851398,0.0006680887767611067
be0d141a-77c2-4a89-b4fb-0f3e99946ad8,2020-06-04 15:57:11,3,Implantacion,-0.00013393201765264683,5.2331122496168685e-06,0.25,-0.009382770460463534,0.0002412043183227986,0.25,0.9959991122567728,0.00023968539368029063
be0d141a-77c2-4a89-b4fb-0f3e99946ad8,2020-06-04 15:57:11,4,Soporte,-0.0002915034361167552,3.6843832296577256e-06,0.25,-0.015397771030569071,0.00013640553438356673,0.25,0.9914891264416964,0.0003831690076267139
3940433e-32b3-44a9-a2b0-9e6c951c3325,2020-06-04 16:03:01,1,Recopilacion,-0.0012296278826863082,4.440000910281754e-05,0.25,-0.028344056630368188,0.0006078407728922939,0.25,0.9634130817330521,0.0020940922058385585
3940433e-32b3-44a9-a2b0-9e6c951c3325,2020-06-04 16:03:01,2,Diseno,-0.0005469543441489688,1.6862774424170715e-05,0.25,-0.019050048460806244,0.00035988710452399843,0.25,0.9852929641851398,0.0006680887767611067
3940433e-32b3-44a9-a2b0-9e6c951c3325,2020-06-04 16:03:01,3,Implantacion,-0.00013393201765264683,5.2331122496168685e-06,0.25,-0.009382770460463534,0.0002412043183227986,0.25,0.9959991122567728,0.00023968539368029063
3940433e-32b3-44a9-a2b0-9e6c951c3325,2020-06-04 16:03:01,4,Soporte,-0.0002915034361167552,3.6843832296577256e-06,0.25,-0.015397771030569071,0.00013640553438356673,0.25,0.9914891264416964,0.0003831690076267139
5de616cb-91f9-42a3-91f9-f3677d274d14,2020-06-04 16:07:08,1,Recopilacion,-0.0012296278826863084,4.4400009102817365e-05,0.25,-0.028344056630368188,0.0006078407728922928,0.25,0.9634130817330521,0.0020940922058385525
