evaluation_id,datetime,greenfield,vpc,subnets,connectivity,directoryservice,vms,buckets,databases,elb,autoscripts,otherservices,phase1prediction,phase2prediction,phase3prediction,phase4prediction
47ba7e76-9e4f-404f-bc5c-fec9ab658434,2020-05-26 08:13:50,-0.11217612134769848,0.20442168862513488,0.1682439844305817,0.265867370688469,0.13287296819878394,0.14739322001100488,0.12613216531282775,0.17946699881843012,0.1700401659781185,0.2132421554323402,0.3353796484065129,1.0,,,
47ba7e76-9e4f-404f-bc5c-fec9ab658434,2020-05-26 08:13:50,-0.10910716129374697,0.21130608377683696,0.176021418329573,0.28550863235311075,0.12638087920408717,0.16338506072327424,0.14352058820686267,0.1749572413182702,0.13990984426994424,0.1989141208926954,0.39202617780300697,0.8793674410359859,1.0,,
47ba7e76-9e4f-404f-bc5c-fec9ab658434,2020-05-26 08:13:50,-0.09579633951631919,0.21169233330642778,0.19079323776032406,0.2312757295118133,0.12727372854941088,0.16575158430359463,0.13384388716663967,0.15564216684795384,0.13012637938431026,0.15778637275960455,0.36243236458610967,0.7343077838265777,0.7884466212650489,1.0,
47ba7e76-9e4f-404f-bc5c-fec9ab658434,2020-05-26 08:13:50,-0.11344130554100658,0.21382979252109557,0.18524557568432432,0.26739190927569145,0.13724843646297216,0.17073990989427504,0.150603478813896,0.17596559950263393,0.14518597599888147,0.19425260064014402,0.38984634986282274,0.8698423899887756,0.9094951657859592,0.9519501547129735,1.0
